Track,Artist,track_uri
Dile,Don Omar,69Ej1xrGjOcHvIMtMKxK0G
Soy Igual Que Tú,Alexis y Fido,4Zil8ro7fhQGVYXl2YYkO2
Mi cama huele a ti,"Tito ""El Bambino""",74yijcLdfPlJlHjzq1IF6b
I Need Some Sleep,Eels,0KEjnHsuzVMkQZUNaCMElT
Love Game,Eminem,0iMN420Q45isZVNlAqzPTW
What Now,Rihanna,2RWs4c3ZJ74WwXlVC3QCQN
No Love,Simple Plan,6wfWxdhCsM81XSEHVuSI35
Bye Bye Bye,*NSYNC,4r8lRYnoOGdEi6YyI5OC1o
FU,Miley Cyrus,6dDIOU6AqgLkrjFNPgvKY6
The Worst,Jhene Aiko,2wBCrtJS3E3TimRZ5MElTI
7 Things,Miley Cyrus,5ecZWU5uQOiCVSnPxBZNmT
Run Around Sue,Dion,0LishdwPPTlGGunbtzTIoj
Haunted - Acoustic,Taylor Swift,62rlxI6g2PNaWsHoiRryto
Amnesia,5 Seconds of Summer,1JCCdiru7fhstOIF4N7WJC
Love Is A Losing Game - Original Demo,Amy Winehouse,113iEwaI5Se6Q287iXOIJy
Labios Compartidos,Maná,4C2zOFgrXxfNGNpYQWIcaH
Nunca Te Olvidaré,Enrique Iglesias,1rkShcWHAr6wvjxyYhXYKj
Si Una Vez,Selena,3zLQtoEeXA6Lr1sNrbyYbs
Como La Flor,Selena,5ubqSAc9LxUS2CsMHcA4kF
Si Una Vez,Selena,3zLQtoEeXA6Lr1sNrbyYbs
Blow Me (One Last Kiss),P!nk,4k80K0b6KZ2QjAYkXON7q6
Fighter,Christina Aguilera,5jaOa7ybiQjBdhoouGuNjH
Say It Right - Main,Nelly Furtado,2aI21FnmY7TJVKeMaoQZ0t
Bad Romance,Lady Gaga,5P5cGNzqh6A353N3ShDK6Y
Sober,P!nk,432fRHq6vKAP11oUDYDPiY
Broken-Hearted Girl,Beyoncé,7zP67rufQgoODWFI45jntD
One Last Time,Ariana Grande,7bJwvubZZaoGE1AGEfu8Fi
Yo Quisiera Amarla,Aventura,0p1pTmCR7FoIw1CIIpGkwN
Cuando Volveras,Aventura,7vXKZJy7buchKnncu1meOh
Ensame a olvidar,Aventura,2RkQiLvVpdxw5XJcMgNpeF
Mi Niña Cambió,Aventura,3ORQsL0g4APGsXoqD5tkpm
Eres Mía,Romeo Santos,6I86RF3odBlcuZA9Vfjzeq
Llévame Contigo,Romeo Santos,0uLwWjN1KFO678WNJcZDkw
Mi Santa,Romeo Santos,4EbAftNM732UGLF8gmIIsX
I'm Not The Only One,Sam Smith,0fioLzGM8ngbD1w6fMmm45
The Heart Wants What It Wants,Selena Gomez,7pJgjBf82BrUQ3z7HdQvW1
Thinkin Bout You,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau
Summer Love,One Direction,2LjmbI7LJt0RDg612cBi7U
Mi Niña Cambió,Aventura,3ORQsL0g4APGsXoqD5tkpm
Summer Love,One Direction,2LjmbI7LJt0RDg612cBi7U
Cancioncitas de Amor,Romeo Santos,6bcdiJvYNX115yvbh3wASz
Last First Kiss,One Direction,4RpsltwxERLiq6AXU39Dhx
Hero,Enrique Iglesias,3Y8WRvVlQHMvtBwaV4TGlJ
Nunca Te Olvidaré,Enrique Iglesias,1rkShcWHAr6wvjxyYhXYKj
Somebody's Me,Enrique Iglesias,6S18su3fmCpLzBsJCQWovx
Best Mistake,Ariana Grande,1BP617VnYByf7FzCnLEjbg
Clouds,One Direction,6ibWCCEne6WEqDBAv7BeXv
Losing Sleep,John Newman,7DNy5I3V1hFIJ4G5ObU397
Inalcanzable,RBD,0kmE4J04ycsscJEstnTTSy
Sálvame,RBD,1j195AbtkgEuQQ9KfD90qp
Prometo Olvidarte,Tony Dize,3E7A408Zql6b4mPHPn6pOJ
Seventy Times 7,Brand New,4V0he7zYfJLEjfCDfojToB
So Soon,Marianas Trench,1sXYBEPt1VWc6uABhgf5O3
The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle
Stone Cold,Demi Lovato,56twMOlq9DJc3EgpVUVIrW
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,68EMU2RD1ECNeOeJ5qAXCV
Resentment,Beyoncé,7stgamMva4CcykLigaf5UD
"Me, Myself and I",Beyoncé,22hDixNxweqNOeLR7dZS7R
She's So Gone,Naomi Scott,4DTrKnvkHtwQN6kBu4XXIF
Trust Issues,Beatrice Eli,1tlpi8I64MCacyhhgEqlT4
Stone Cold,Demi Lovato,56twMOlq9DJc3EgpVUVIrW
Me Duele Amarte,Reik,2VLcpwzuZVSZQUCQDQRM8n
Survivor,Destiny's Child,7qtAgn9mwxygsPOsUDVRRt
All I Want,Kodaline,5JuA3wlm0kn7IHfbeHV0i6
Hear You Me,Jimmy Eat World,0fQlm2MUzqGDBPkuqq4U1Y
Who's Lovin' You,The Jackson 5,5hLYFkl1CEKay2hKRbZSsG
Hold On - Acoustic,Chord Overstreet,1C9jJ8zYA4dFpneCO7zWmp
Strangers,Halsey,11EDhDAVDtGPoSar6ootYA
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV
100 Letters,Halsey,5EBvHC0SGFJDenBJafqOX4
Miss You Love,Silverchair,2oHUKeJFudnmGCM08qsxhI
Love Hurts,Nazareth,1i5oEx2vFczQ2sCY3c6Kn5
Missing You,Green Day,1sy2KQjFHkPO5O4dLYAoIX
Si Tu Amor No Vuelve,La Arrolladora Banda El Limón De Rene Camacho,4BU4gDeAJ2BTLWqCs9SRU4
